id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at
1575,PSHI-2026-02-I-134112,1,02/21/2026 08:42 AM,02/21/2026 08:35 AM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1576,PSHI-2026-02-I-134110,1,02/21/2026 05:29 AM,02/21/2026 04:17 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1577,2026-00002303,1,02/21/2026 04:03 AM,02/20/2026 11:45 PM,02/21/2026 03:45 AM,Student reported accidental damage to personal property,STADIUM WEST (SMALL LOT) LOT,2026-02-25 02:54:48
1578,2026-00002301,1,02/21/2026 02:12 AM,02/21/2026 02:12 AM,02/21/2026 02:31 AM,A vehicle stop investigation revealed the operator to be driving under the influence of alcohol,N ATHERTON ST & CURTIN RD,2026-02-25 02:54:48
1579,26AL00082,3,02/21/2026 02:09 AM,02/21/2026 02:09 AM,02/21/2026 02:38 AM,Underage student observed highly intoxicated,CEDAR HALL,2026-02-25 02:54:48
1580,26AL00081,3,02/21/2026 01:13 AM,02/21/2026 01:13 AM,02/21/2026 01:47 AM,Assisted an outside law enforcement agency with an investigation,GWIN RD,2026-02-25 02:54:48
1581,2026-00002299,1,02/21/2026 01:10 AM,02/21/2026 01:05 AM,02/21/2026 01:18 AM,"Resident Assistant reported the odor of marijuana, origin not located",PENNYPACKER HALL,2026-02-25 02:54:48
1582,2026-00002294,1,02/21/2026 12:22 AM,02/21/2026 12:15 AM,02/21/2026 12:22 AM,Student reported accidental damage to University property,GEARY HALL,2026-02-25 02:54:48
1583,PSHI-2026-02-I-134105,1,02/21/2026 12:08 AM,02/20/2026 11:30 PM,,,Hershey - Dispatched To: HMC - 30 Hope Drive - 1 - Radiology East > HMC - 30 Hope Drive - 1 - Radiology East,2026-02-25 02:54:48
1584,2026-00002289,1,02/20/2026 11:24 PM,02/20/2026 11:24 PM,02/20/2026 11:32 PM,Assisted an outside law enforcement agency with an investigation,DEANS WAY,2026-02-25 02:54:48
1585,26AL00080,3,02/20/2026 11:08 PM,02/20/2026 11:08 PM,02/20/2026 11:18 PM,Assisted an outside law enforcement agency with an investigation,N 8TH ST & N 3RD AVE,2026-02-25 02:54:48
1586,2026-00002271,1,02/20/2026 08:32 PM,02/20/2026 08:32 PM,,Received this department's copy of a Protection From Abuse (PFA) order,UNIVERSITY SUPPORT BLDG I,2026-02-25 02:54:48
1587,2026-00002267,1,02/20/2026 07:04 PM,02/15/2026 03:00 PM,02/20/2026 07:00 PM,Student reported the theft of their unsecured personal property,SHUNK HALL,2026-02-25 02:54:48
1588,PSHI-2026-02-I-134098,1,02/20/2026 06:20 PM,02/20/2026 06:12 PM,,Assisted visitor with release of personal property.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-25 02:54:48
1589,PSHI-2026-02-I-134097,1,02/20/2026 05:56 PM,02/20/2026 05:40 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1590,2026-00002260,1,02/20/2026 05:48 PM,02/20/2026 05:45 PM,02/20/2026 05:48 PM,Employee reported a one vehicle crash with no injuries,NITTANY PARKING,2026-02-25 02:54:48
1591,PSHI-2026-02-I-134094,1,02/20/2026 04:53 PM,02/20/2026 04:46 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1592,PSHI-2026-02-I-134093,1,02/20/2026 03:51 PM,02/20/2026 11:49 AM,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1593,2026-00002257,1,02/20/2026 03:22 PM,02/20/2026 03:22 PM,02/20/2026 06:38 PM,Officer conducted a security inspection,BRYCE JORDAN CENTER,2026-02-25 02:54:48
1594,2026-00002256,1,02/20/2026 02:09 PM,01/17/2026 08:36 PM,02/16/2026 01:00 AM,Student reported the theft of their unsecured personal property,CURTIN HALL,2026-02-25 02:54:48
1595,26AB00058,2,02/20/2026 12:11 PM,02/20/2026 02:00 AM,02/20/2026 03:00 AM,Student reported being harassed,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1596,PSHI-2026-02-I-134086,1,02/20/2026 11:00 AM,02/20/2026 10:36 AM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Children's Hospital - 7 - Women's Health Post \Antepartum > HMC - Children's Hospital - 7 - Women's Health Post \Antepartum,2026-02-25 02:54:48
1597,2026-00002245,1,02/20/2026 10:50 AM,02/19/2026 07:45 PM,,Visitor reported a hit and run crash,EAST PARKING DECK,2026-02-25 02:54:48
1598,PSHI-2026-02-I-134083,1,02/20/2026 10:35 AM,02/20/2026 10:24 AM,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-25 02:54:48
1599,PSHI-2026-02-I-134082,1,02/20/2026 09:31 AM,02/20/2026 06:31 AM,,Investigation of suspicious activity.,Hershey - Dispatched To: COM - BMR - 1 > COM - BMR - 1,2026-02-25 02:54:48
1600,PSHI-2026-02-I-134080,1,02/20/2026 08:20 AM,02/20/2026 06:35 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1601,PSHI-2026-02-I-134076,1,02/20/2026 05:23 AM,02/20/2026 05:01 AM,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-25 02:54:48
1602,PSHI-2026-02-I-134072,1,02/20/2026 04:13 AM,,,,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-25 02:54:48
1603,PSHI-2026-02-I-134070,1,02/20/2026 02:56 AM,,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-25 02:54:48
1604,PSHI-2026-02-I-134064,1,02/20/2026 12:14 AM,02/19/2026 06:38 PM,,,Hershey - Dispatched To: HMC - Campus Drive Roadway > HMC - Campus Drive Roadway,2026-02-25 02:54:48
1605,26HN00016,15,02/17/2026 08:34 PM,02/17/2026 08:24 PM,02/17/2026 08:45 PM,Employee reported suspicious activity,RESIDENCE HALL NORTH,2026-02-25 02:54:48
1606,26HN00014,15,02/16/2026 09:44 PM,02/16/2026 09:44 PM,02/16/2026 12:00 AM,Assisted an outside law enforcement agency with an investigation,W COUNTY RD,2026-02-25 02:54:48
1607,26BK00038,4,02/16/2026 09:16 PM,02/16/2026 09:16 PM,02/16/2026 09:35 PM,Employee reported a person trespassing inside a residence hall,LAUREL HALL,2026-02-25 02:54:48
1608,26BK00039,4,02/16/2026 03:30 PM,02/16/2026 03:30 PM,02/16/2026 04:30 PM,Employee reported a fire alarm activation,IVY HALL,2026-02-25 02:54:48
1609,26AB00070,2,02/15/2026 11:50 PM,02/15/2026 11:50 PM,02/16/2026 01:00 AM,Visitor requested assistance in locating a student,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1610,26AB00069,2,02/15/2026 08:24 PM,02/15/2026 08:24 PM,02/15/2026 08:30 PM,Employee reported a /fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1611,26AB00067,2,02/14/2026 12:16 PM,02/14/2026 12:16 PM,02/14/2026 12:35 PM,Assisted the ambulance with a medical emergency,PHYSICAL EDUCATION BUILDING,2026-02-25 02:54:48
1612,26AB00068,2,02/14/2026 11:01 AM,02/14/2026 11:18 AM,02/14/2026 11:36 AM,Employee reported suspicious activity,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1613,26BK00036,4,02/14/2026 10:37 AM,02/14/2026 10:37 AM,02/14/2026 11:20 AM,Assisted an outside law enforcement agency with an investigation,HILLVALE AVE & SPOHN RD,2026-02-25 02:54:48
1614,26AB00066,2,02/13/2026 08:00 PM,02/13/2026 08:00 PM,02/13/2026 08:30 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1615,26AB00065,2,02/13/2026 02:31 PM,02/13/2026 02:31 PM,02/13/2026 02:46 PM,Visitor reported an intrusion alarm activation,LARES BUILDING,2026-02-25 02:54:48
1616,26HN00013,15,02/13/2026 12:00 PM,02/08/2026 08:00 AM,02/12/2026 09:00 PM,Employee reported suspicious activity,LOT J - HAZLETON,2026-02-25 02:54:48
1617,26HN00012,15,02/13/2026 08:30 AM,02/13/2026 08:30 AM,02/13/2026 09:00 AM,Assisted an outside law enforcement agency with an investigation,PA-93 & I-81,2026-02-25 02:54:48
1618,26AB00064,2,02/13/2026 12:00 AM,02/13/2026 12:00 AM,,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-25 02:54:48
1619,26HN00011,15,02/12/2026 08:30 AM,02/12/2026 08:30 AM,,Employee requested assistance with a civil matter,AZALEA RD,2026-02-25 02:54:48
1620,26AB00063,2,02/12/2026 12:50 AM,02/12/2026 12:50 AM,02/12/2026 01:13 AM,Assisted an outside law enforcement agency with an investigation,OLD YORK RD,2026-02-25 02:54:48
1621,26AB00062,2,02/11/2026 04:56 PM,02/11/2026 04:56 PM,,Assisted the ambulance with a medical emergency,SUTHERLAND BUILDING,2026-02-25 02:54:48
1622,26HN00015,15,02/11/2026 11:15 AM,02/11/2026 11:15 AM,02/11/2026 12:05 PM,Assisted an outside law enforcement agency with an investigation,PA-93 & WOODBINE ST,2026-02-25 02:54:48
1623,26AB00071,2,02/11/2026 12:00 AM,02/11/2026 12:00 AM,,Employee reported a parking concern,LOT G - ABINGTON,2026-02-25 02:54:48
1624,26UP00930,1,02/26/2026 04:25 AM,02/26/2026 04:15 AM,02/26/2026 04:25 AM,Student observed highly intoxicated and transported to the hospital,EARLE HALL,2026-02-26 23:59:30
1625,26UP00929,1,02/26/2026 04:07 AM,02/26/2026 04:07 AM,02/26/2026 04:25 AM,Student consumed alcoholic beverages being less than 21 years of age,MCKEAN HALL,2026-02-26 23:59:30
1626,26UP00928,1,02/26/2026 02:40 AM,02/26/2026 02:40 AM,02/26/2026 04:00 AM,Student observed highly intoxicated and transported to the hospital,PANOFSKY HALL,2026-02-26 23:59:30
1627,26UP00925,1,02/26/2026 01:21 AM,02/26/2026 12:45 AM,02/26/2026 01:40 AM,Underage student observed highly intoxicated and transported to the hospital,BRUMBAUGH HALL,2026-02-26 23:59:30
1628,26UP00926,1,02/26/2026 01:06 AM,02/26/2026 01:06 AM,02/26/2026 01:56 AM,Student observed highly intoxicated and transported to the hospital,STONE HALL,2026-02-26 23:59:30
1629,26UP00923,1,02/26/2026 12:37 AM,02/26/2026 12:37 AM,02/26/2026 01:04 AM,Underage student observed highly intoxicated and transported to the hospital,COOPER HALL,2026-02-26 23:59:30
1630,26UP00922,1,02/26/2026 12:29 AM,02/20/2026 12:01 AM,02/26/2026 12:10 AM,Student reported disorderly persons,FARRELL HALL,2026-02-26 23:59:30
1631,26AB00079,2,02/25/2026 10:02 PM,02/25/2026 10:02 PM,02/25/2026 10:16 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30
1632,26UP00916,1,02/25/2026 09:20 PM,02/25/2026 07:11 PM,02/25/2026 09:20 PM,Student reported a hit and run vehicle crash,HUB PARKING DECK,2026-02-26 23:59:30
1633,26UP00915,1,02/25/2026 09:05 PM,02/25/2026 09:05 PM,02/25/2026 09:32 PM,Student reported abandoned property,BRYCE JORDAN CENTER,2026-02-26 23:59:30
1634,26UP00914,1,02/25/2026 08:18 PM,02/25/2026 08:18 PM,02/25/2026 08:41 PM,Employee reported fraudulent activity,HUCK LIFE SCIENCES BLDG,2026-02-26 23:59:30
1635,26BR00016,6,02/25/2026 06:50 PM,02/25/2026 06:50 PM,02/25/2026 07:15 PM,Employee reported a fire alarm activation,HARMONY HALL,2026-02-26 23:59:30
1636,26UP00913,1,02/25/2026 06:08 PM,02/25/2026 06:08 PM,02/25/2026 07:02 PM,Assisted the fire department with a reported fire alarm activation,INNOVATION BLVD,2026-02-26 23:59:30
1637,26AB00078,2,02/25/2026 05:34 PM,02/25/2026 07:00 PM,02/25/2026 07:10 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30
1638,26AB00077,2,02/25/2026 05:31 PM,02/25/2026 05:31 PM,02/25/2026 05:45 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30
1639,26UP00912,1,02/25/2026 05:23 PM,02/24/2026 03:00 PM,02/25/2026 05:00 PM,Student reported the theft of their unattended personal property,WILLARD BLDG,2026-02-26 23:59:30
1640,26AL00094,3,02/25/2026 05:00 PM,02/25/2026 05:00 PM,02/25/2026 05:33 PM,Assisted an outside law enforcement agency with an investigation,CAMPUS VIEW DR,2026-02-26 23:59:30
1641,26UP00911,1,02/25/2026 04:44 PM,02/02/2026 10:00 PM,02/03/2026 09:00 AM,Student reported damage to their privately owned vehicle,MCELWAIN HALL,2026-02-26 23:59:30
1642,26UP00910,1,02/25/2026 04:40 PM,02/24/2026 12:00 AM,02/25/2026 04:40 PM,Assisted an outside law enforcement agency with an investigation,OFF CAMPUS FRATERNITY,2026-02-26 23:59:30
1643,26UP00909,1,02/25/2026 03:15 PM,07/31/2025 12:17 PM,02/25/2026 03:15 PM,Student reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-26 23:59:30
1644,26SL00021,19,02/25/2026 02:40 PM,08/01/2025 12:00 AM,02/25/2026 07:00 PM,Student requested assistance with a personal matter,NITTANY APARTMENTS I,2026-02-26 23:59:30
1645,26UP00908,1,02/25/2026 01:40 PM,02/17/2026 06:20 PM,02/17/2026 06:44 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30
1646,26AB00076,2,02/25/2026 01:30 PM,02/25/2026 09:30 AM,02/25/2026 01:00 AM,Employee reported a concern for another employee,LOT J - ABINGTON,2026-02-26 23:59:30
1647,26LV00005,16,02/25/2026 12:58 PM,02/25/2026 12:58 PM,02/25/2026 01:20 PM,Employee reported a fire alarm activation,LEHIGH VALLEY BLDG,2026-02-26 23:59:30
1648,26AB00075,2,02/25/2026 11:40 AM,02/18/2026 11:00 PM,02/24/2026 03:00 AM,Visitor requested assistance with a civil matter,OLD YORK RD,2026-02-26 23:59:30
1649,26HB00093,13,02/25/2026 10:40 AM,02/25/2026 08:00 AM,02/25/2026 11:00 AM,Student requested assistance with a personal matter,W MAIN ST,2026-02-26 23:59:30
1650,26UP00907,1,02/25/2026 10:07 AM,02/18/2026 11:07 AM,02/18/2026 11:25 AM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30
1651,26UP00906,1,02/25/2026 10:04 AM,02/21/2026 11:00 PM,02/22/2026 03:30 AM,Student reported the theft of their unsecured personal property,BRYCE JORDAN CENTER,2026-02-26 23:59:30
1652,26UP00905,1,02/25/2026 09:29 AM,02/25/2026 09:29 AM,02/25/2026 09:46 AM,Assisted an outside agency with a reported Hazing at an off campus fraternity,OFF CAMPUS FRATERNITY,2026-02-26 23:59:30
1653,26UP00904,1,02/25/2026 08:11 AM,02/20/2026 10:26 AM,02/20/2026 10:33 AM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30
1654,26UP00903,1,02/25/2026 07:12 AM,02/20/2026 02:37 PM,02/20/2026 02:40 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30
1655,26BR00015,6,02/25/2026 01:45 AM,02/25/2026 01:45 AM,02/25/2026 01:59 AM,Student reported a University policy violation,HARMONY HALL,2026-02-26 23:59:30
1656,26UP00902,1,02/25/2026 12:22 AM,02/25/2026 12:10 AM,02/25/2026 12:33 AM,"Resident Assistant reported the odor of marijuana, origin not located",HARTRANFT HALL,2026-02-26 23:59:30
1657,26UP00899,1,02/24/2026 10:36 PM,02/24/2026 10:36 PM,02/24/2026 11:13 PM,Employee reported suspicious activity,AIRPORT AIR TERMINAL BLDG,2026-02-26 23:59:30
1658,26UP00898,1,02/24/2026 09:37 PM,02/24/2026 09:37 PM,02/24/2026 10:15 PM,Officer observed students engaged in disorderly behavior,MCKEAN HALL,2026-02-26 23:59:30
1659,PSHI-2026-02-I-134245,1,02/24/2026 09:25 PM,02/24/2026 06:30 PM,,,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-26 23:59:30
1660,PSHI-2026-02-I-134244,1,02/24/2026 09:15 PM,02/24/2026 08:47 PM,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-26 23:59:30
1661,26UP00897,1,02/24/2026 09:07 PM,02/24/2026 09:07 PM,02/24/2026 09:40 PM,Employee reported disorderly persons,OLD MAIN,2026-02-26 23:59:30
1662,26HB00092,13,02/24/2026 09:02 PM,02/24/2026 09:02 PM,,Assisted the ambulance with a medical emergency,UPPER OLMSTED WEST LOT - HARRISBURG,2026-02-26 23:59:30
1663,PSHI-2026-02-I-134243,1,02/24/2026 08:20 PM,02/24/2026 08:02 PM,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-26 23:59:30
1664,26UP00896,1,02/24/2026 08:08 PM,02/24/2026 05:07 PM,02/24/2026 08:08 PM,Student reported the theft of their unsecured personal property,INTRAMURAL BLDG,2026-02-26 23:59:30
1665,26UP00895,1,02/24/2026 07:23 PM,02/24/2026 07:23 PM,02/24/2026 07:40 PM,Student reported a smoke condition,NITTANY APT,2026-02-26 23:59:30
1666,PSHI-2026-02-I-134240,1,02/24/2026 05:49 PM,02/24/2026 05:39 PM,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-26 23:59:30
1667,26UP00894,1,02/24/2026 05:34 PM,02/24/2026 04:20 PM,02/24/2026 05:00 PM,Student reported the theft of their unsecured personal property,PATTEE LIBRARY,2026-02-26 23:59:30
1668,PSHI-2026-02-I-134237,1,02/24/2026 05:26 PM,02/24/2026 05:18 PM,,Vetted nuisance phone call issue.,Hershey - Dispatched To: HMC - Life Lion Hanger > HMC - Life Lion Hanger,2026-02-26 23:59:30
1669,26AL00093,3,02/24/2026 05:01 PM,02/24/2023 04:55 PM,02/24/2026 05:00 PM,Employee reported the theft of University Property from a secured University building,PENN BLDG,2026-02-26 23:59:30
1670,PSHI-2026-02-I-134235,1,02/24/2026 04:55 PM,02/24/2026 04:53 PM,,,Hershey - Dispatched To: HMC - Parking Lot - Lot A-1 > HMC - Parking Lot - Lot A-1,2026-02-26 23:59:30
1671,PSHI-2026-02-I-134234,1,02/24/2026 04:47 PM,02/24/2026 04:35 PM,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-26 23:59:30
1672,26UP00893,1,02/24/2026 04:47 PM,02/24/2026 04:47 PM,02/24/2026 05:45 PM,Assisted a student with a personal matter,STUDENT HEALTH CENTER,2026-02-26 23:59:30
1673,26BW00044,7,02/24/2026 04:43 PM,02/24/2026 04:43 PM,02/24/2026 04:55 PM,Employee reported a panic alarm activation,STUDENT UNION AND DINING,2026-02-26 23:59:30
1674,26HB00090,13,02/24/2026 04:35 PM,02/24/2026 04:35 PM,,Employee reported a fire alarm activation,CONOY HOUSE,2026-02-26 23:59:30
1675,26UP00892,1,02/24/2026 03:52 PM,02/24/2026 03:52 PM,02/24/2026 04:25 PM,Visitor reported a two vehicle crash with no injuries,ORANGE L EAST (FOUNDERS LOT),2026-02-26 23:59:30
1676,PSHI-2026-02-I-134233,1,02/24/2026 03:49 PM,02/24/2026 03:28 PM,,,Hershey - Dispatched To: HMC - UPC-2 - 3 - Pain Management > HMC - UPC-2 - 3 - Pain Management,2026-02-26 23:59:30
1677,26HB00089,13,02/24/2026 03:48 PM,02/24/2026 03:48 PM,,"Employee reported the odor of marijuana, origin not located",JUNIATA HOUSE,2026-02-26 23:59:30
1678,26UP00891,1,02/24/2026 03:13 PM,02/24/2026 03:13 PM,02/24/2026 03:40 PM,Student reported a two vehicle crash with no injuries,WEST DECK,2026-02-26 23:59:30
1679,26AL00092,3,02/24/2026 03:09 PM,02/24/2026 02:30 PM,02/24/2026 03:00 PM,Student reported being harassed,CAMPUS VIEW DR,2026-02-26 23:59:30
1680,26UP00890,1,02/24/2026 03:07 PM,02/15/2026 05:11 PM,,Employee reported being harassed,UNKNOWN LOCATION,2026-02-26 23:59:30
1681,26BR00014,6,02/24/2026 02:46 PM,02/21/2026 03:00 AM,02/24/2026 02:46 PM,Student reported the theft of their unattended personal property,HARMONY HALL,2026-02-26 23:59:30
1682,26AB00073,2,02/24/2026 02:17 PM,02/24/2026 02:17 PM,02/24/2026 02:38 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30
1683,26AB00074,2,02/24/2026 02:15 PM,02/24/2026 02:15 PM,02/24/2026 02:45 PM,Employee requested assistance with an administrative matter,LIONS GATE AT PENN STATE ABINGTON,2026-02-26 23:59:30
1684,26UP00889,1,02/24/2026 02:08 PM,02/20/2026 05:40 PM,02/20/2026 05:50 PM,Employee reported the theft of University property,REDIFER HALL,2026-02-26 23:59:30
1685,PSHI-2026-02-I-134228,1,02/24/2026 01:32 PM,02/24/2026 01:08 PM,,,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-26 23:59:30
1686,26HB00091,13,02/24/2026 01:30 PM,02/24/2026 10:23 AM,02/24/2026 01:27 PM,Student reported suspicious activity,OLMSTED PARKING LOT - HARRISBURG,2026-02-26 23:59:30
1687,PSHI-2026-02-I-134227,1,02/24/2026 12:57 PM,02/23/2026 02:47 AM,,,Hershey - Dispatched To: HMC and COM - University Technology Center > HMC and COM - University Technology Center,2026-02-26 23:59:30
1688,26BK00042,4,02/24/2026 12:22 PM,02/24/2026 12:50 PM,,Assisted the ambulance with a medical emergency,LUERSSEN SCIENCE BUILDING,2026-02-26 23:59:30
1689,26BK00041,4,02/24/2026 11:40 AM,02/24/2026 11:40 AM,02/24/2026 11:55 AM,Employee requested assistance in locating a student,LUERSSEN SCIENCE BUILDING,2026-02-26 23:59:30
1690,PSHI-2026-02-I-134223,1,02/24/2026 11:14 AM,02/24/2026 10:47 AM,,,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-26 23:59:30
1691,PSHI-2026-02-I-134222,1,02/24/2026 10:48 AM,,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Gift Shop > HMC - Main Hospital - 1 - Gift Shop,2026-02-26 23:59:30
1692,PSHI-2026-02-I-134216,1,02/24/2026 09:51 AM,02/24/2026 09:29 AM,,,Hershey - Reported Location: HMC - 35 Hope Drive - 2 - OBGYN,2026-02-26 23:59:30
